Directory,Original ADR Text,Approx Match - Standard Code,Approx Match - Standard Text,Approx Match - SCT Text,Approx Match - Fuzzy Similarity,Embedding Match - Standard Code,Embedding Match - Standard Text,Embedding Match - SCT Text,Embedding Match - Cosine Similarity
LIPITOR.377,symptoms,3877011000036101,Lipitor,Lipitor,40,68962001,Myalgia,muscle pain,0.4022
LIPITOR.377,physiological,193462001,Insomnia,insomnia,38,35489007,Depression,depression,0.3662
LIPITOR.377,physical,3848011000036104,Pravachol,Pravichol,47,35489007,Depression,depression,0.222
LIPITOR.941,side effects,35489007,Depression,Deep depression,44,193462001,Insomnia,insomnia,0.2064
LIPITOR.189,side effects,309538000,Numbness of foot,feet numbing,25,3877011000036101,Lipitor,Lipitor,0.2098
LIPITOR.526,brain fog,419723007,Mentally dull,brain fog,100,419723007,Mentally dull,brain fog,1.0
LIPITOR.384,side affects,68962001,Myalgia,muscle aches,50,68962001,Myalgia,muscle aches,0.4029
LIPITOR.977,side-effects,162076009,Excessive upper gastrointestinal gas,gastric upsets,38,48694002,Anxiety,anxiety,0.346
ARTHROTEC.105,body swelling,300888008,Swelling of body region,body swelling,100,300888008,Swelling of body region,body swelling,1.0
VOLTAREN.7,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
VOLTAREN.7,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
VOLTAREN.7,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.983,side,473011001,Allergic condition,allergies,31,49727002,Cough,cough,0.2972
VOLTAREN-XR.1,side effects,271801002,Taste sense altered,altered taste,32,271801002,Taste sense altered,altered taste,0.3807
LIPITOR.346,corrosive,70153002,Haemorrhoids,hemorrhoids,50,271807003,Rash,rash,0.3306
LIPITOR.346,rash,271807003,Rash,rash,100,271807003,Rash,rash,1.0
LIPITOR.346,rash,271807003,Rash,rash,100,271807003,Rash,rash,1.0
LIPITOR.174,symptems,3877011000036101,Lipitor,lipitor,27,57676002,Arthralgia,Joint pain,0.3028
VOLTAREN.35,severe,56018004,Wheezing,wheezing,29,56018004,Wheezing,wheezing,0.2822
VOLTAREN.35,skin,56018004,Wheezing,wheezing,33,271807003,Rash,skin rash back of my neck,0.3452
VOLTAREN.35,rash,271807003,Rash,skin rash back of my neck,28,271807003,Rash,skin rash back of my neck,0.5897
VOLTAREN.35,allergic,56018004,Wheezing,wheezing,25,56018004,Wheezing,wheezing,0.4084
VOLTAREN.35,reaction,56018004,Wheezing,wheezing,38,56018004,Wheezing,wheezing,0.2352
LIPITOR.984,side effects,73211009,Diabetes mellitus,adiabetic,29,22298006,Myocardial infarction,heart attack,0.3436
ARTHROTEC.102,side effects,8510008,Reduced mobility,I can't stand or walk for any lengths of time,25,3384011000036100,Arthrotec,Arthrotec,0.1934
ARTHROTEC.102,side effects,8510008,Reduced mobility,I can't stand or walk for any lengths of time,25,3384011000036100,Arthrotec,Arthrotec,0.1934
LIPITOR.970,side effect,40196000,Mild pain,mild pain,30,22253000,Pain,pain,0.3763
LIPITOR.970,side effect,40196000,Mild pain,mild pain,30,22253000,Pain,pain,0.3763
LIPITOR.970,mild pain,40196000,Mild pain,mild pain,100,40196000,Mild pain,mild pain,1.0
LIPITOR.173,tired,224960004,Tired,drained and tired,45,224960004,Tired,drained and tired,0.7447
LIPITOR.173,tingling,62507009,Pins and needles,tingling,100,62507009,Pins and needles,tingling,1.0
LIPITOR.173,numb-like,44077006,Numbness,numb-like,100,44077006,Numbness,numb-like,1.0
LIPITOR.173,side effects,309086004,Paraesthesia of hand,hand being asleep,34,62507009,Pins and needles,tingling,0.2619
LIPITOR.173,side effects,309086004,Paraesthesia of hand,hand being asleep,34,62507009,Pins and needles,tingling,0.2619
LIPITOR.341,side effects,39575007,Urine looks dark,darkness in urine,28,22298006,Myocardial infarction,heart attack,0.3436
LIPITOR.341,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
LIPITOR.341,darkness,39575007,Urine looks dark,darkness in urine,64,39575007,Urine looks dark,darkness in urine,0.6413
ZIPSOR.4,side effects,3572011000036102,Mobic,mobic,24,22253000,Pain,pain,0.3189
LIPITOR.725,extreme vomiting,332982000,Uncontrollable vomiting,extreme vomiting,100,332982000,Uncontrollable vomiting,extreme vomiting,1.0
LIPITOR.725,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
LIPITOR.725,memory loss,48167000,Amnesia,memory loss,100,48167000,Amnesia,memory loss,1.0
LIPITOR.725,tiredness,84229001,Fatigue,extreme tiredness,69,84229001,Fatigue,extreme tiredness,0.8733
LIPITOR.517,side effect,3877011000036101,Lipitor,lipitor,22,3877011000036101,Lipitor,lipitor,0.26
LIPITOR.785,terrible,213257006,Generally unwell,quite ill,47,213257006,Generally unwell,quite ill,0.3611
LIPITOR.785,migratory joint pain,68962001,Myalgia,"terrible, migratory joint pain all over my body",60,68962001,Myalgia,"terrible, migratory joint pain all over my body",0.8993
LIPITOR.785,disabling fatigue,13791008,Asthenia,disabling fatigue,100,13791008,Asthenia,disabling fatigue,1.0
LIPITOR.785,liver-toxic,73211009,Diabetes mellitus,diabetic,53,200936003,Lupus erythematosus,lupus,0.3617
LIPITOR.771,sore,30989003,Knee pain,sore knees,57,30989003,Knee pain,sore knees,0.6676
LIPITOR.771,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.771,heart palpatations,80313002,Palpitations,heart palpatations,100,80313002,Palpitations,heart palpatations,1.0
LIPITOR.771,sore,30989003,Knee pain,sore knees,57,30989003,Knee pain,sore knees,0.6676
LIPITOR.771,knees,30989003,Knee pain,sore knees,67,30989003,Knee pain,sore knees,0.8041
LIPITOR.771,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.924,side effects,3877011000036101,Lipitor,lipitor,21,3877011000036101,Lipitor,lipitor,0.2098
LIPITOR.544,side effects,88092000,Muscle atrophy,muscle atrophy Arms,32,247592009,Poor short-term memory,Short term memory loss,0.225
LIPITOR.120,side effects,449917004,Cramp in lower limb,leg cramps,36,449917004,Cramp in lower limb,leg cramps,0.2363
LIPITOR.120,side effects,449917004,Cramp in lower limb,leg cramps,36,449917004,Cramp in lower limb,leg cramps,0.2363
LIPITOR.312,damage,22253000,Pain,aches,36,13791008,Asthenia,weakness,0.4673
LIPITOR.782,prblems,21662011000036107,metoprolol,Lopressor,50,3475011000036104,Plavix,plavix,0.2656
LIPITOR.923,side affects,426899007,Pain provoked by walking,walk was a very painful and a very slow,27,278528006,Facial swelling,face had swollen up,0.3174
LIPITOR.50,side effects,68962001,Myalgia,Mild muscle pain,29,68962001,Myalgia,Mild muscle pain,0.2765
LIPITOR.116,dangerous,35489007,Depression,depression,42,6142004,Influenza,flu,0.3106
LIPITOR.116,horrible,247592009,Poor short-term memory,Short term memory problems,41,35489007,Depression,depression,0.2906
LIPITOR.116,side,8357008,Reduced libido,No sex drive,38,6142004,Influenza,flu,0.2578
LIPITOR.116,effects,35489007,Depression,depression,35,35489007,Depression,depression,0.3619
LIPITOR.740,side effects,102551008,Cramp in foot,toes went into muscle spasms,25,3877011000036101,Lipitor,Lipitor,0.2098
LIPITOR.572,sick,162059005,Upset stomach,sick to my stomach,36,162059005,Upset stomach,sick to my stomach,0.6896
LIPITOR.572,fatigued,84229001,Fatigue,very fatigued,76,84229001,Fatigue,very fatigued,0.9179
LIPITOR.572,twitching,249966004,Spasmodic movement,head has been twitching,56,249966004,Spasmodic movement,head has been twitching,0.7042
LIPITOR.572,tremors,26079004,Tremor,hand tremors,74,26079004,Tremor,hand tremors,0.9074
LIPITOR.572,fog,84229001,Fatigue,very fatigued,25,419723007,Mentally dull,feel like I am in a fog,0.718
LIPITOR.92,painful,285365001,Pain in toe,toes painful,74,22253000,Pain,Pain,0.8684
LIPITOR.92,painful,285365001,Pain in toe,toes painful,74,22253000,Pain,Pain,0.8684
LIPITOR.581,side effects,76948002,Severe pain,severe muscle pain,33,129565002,Myopathy,muscle damage,0.4249
LIPITOR.581,severe,76948002,Severe pain,severe muscle pain,50,76948002,Severe pain,severe muscle pain,0.4492
LIPITOR.581,debillitating,76948002,Severe pain,severe muscle pain,32,24693007,Fibromyalgia,fibromalgyia,0.1868
LIPITOR.581,severe side effects,76948002,Severe pain,severe muscle pain,54,76948002,Severe pain,severe muscle pain,0.4367
LIPITOR.581,side effects,76948002,Severe pain,severe muscle pain,33,129565002,Myopathy,muscle damage,0.4249
LIPITOR.323,adverse side effects,35489007,Depression,Depression,40,57676002,Arthralgia,joint pain,0.2854
LIPITOR.111,Hair loss,278040002,Loss of hair,Hair loss,100,278040002,Loss of hair,Hair loss,1.0
LIPITOR.111,insomnia,193462001,Insomnia,insomnia,100,193462001,Insomnia,insomnia,1.0
LIPITOR.111,tinnitus,60862001,Tinnitus,tinnitus,100,60862001,Tinnitus,tinnitus,1.0
LIPITOR.111,dysphagia,40739000,Dysphagia,dysphagia,100,40739000,Dysphagia,dysphagia,1.0
LIPITOR.111,coma,371632003,Coma,coma,100,371632003,Coma,coma,1.0
ARTHROTEC.103,bleeding forever,131148009,Bleeding,bleeding,67,131148009,Bleeding,bleeding,0.8408
LIPITOR.971,side effects,609600000,Neuropathy of lower limb,leg neuropathy,31,3877011000036101,Lipitor,Lipitor,0.2098
LIPITOR.985,HDL,310497006,Severe depression,severe depression,10,35489007,Depression,intense depression,0.1434
LIPITOR.985,intense,35489007,Depression,intense depression,56,35489007,Depression,intense depression,0.5141
LIPITOR.985,anxiety,300895004,Anxiety attack,intense anxiety attacks,47,300895004,Anxiety attack,intense anxiety attacks,0.7561
VOLTAREN.1,side effects,162059005,Upset stomach,stomach upset,32,22253000,Pain,pain,0.3189
VOLTAREN.1,blood work,16331000,Heartburn,Heartburn,21,22253000,Pain,pain,0.2166
VOLTAREN.1,habit forming drugs,162059005,Upset stomach,stomach upset,38,16331000,Heartburn,Heartburn,0.2147
ZIPSOR.5,recognizable side effects,73589001,Intervertebral disc prolapse,herniated discs,45,22253000,Pain,pain,0.2809
LIPITOR.724,symtoms,3877011000036101,Lipitor,Liptor,31,228158008,Walking disability,can hardly walk,0.2558
LIPITOR.724,symtoms,3877011000036101,Lipitor,Liptor,31,228158008,Walking disability,can hardly walk,0.2558
PENNSAID.3,anxiety,48694002,Anxiety,anxiety,100,48694002,Anxiety,anxiety,1.0
VOLTAREN.33,bleeding,289530006,Vaginal bleeding,vaginal bleeding,67,289530006,Vaginal bleeding,vaginal bleeding,0.706
LIPITOR.186,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.186,bone/joint pain,12584003,Bone pain,bone/joint pain,100,12584003,Bone pain,bone/joint pain,1.0
VOLTAREN.6,side effects,309557009,Numbness of face,face has felt numb,33,386705008,Lightheadedness,light headed,0.2465
VOLTAREN.6,panic,28551000168108,Voltaren,voltaren,31,386705008,Lightheadedness,light headed,0.2877
LIPITOR.982,side effects,35489007,Depression,depression,36,25064002,Headache,headache,0.3502
LIPITOR.982,miserable,25064002,Headache,headache,35,35489007,Depression,depression,0.5766
VOLTAREN.34,weird,28551000168108,Voltaren,Volteren,31,422587007,Nausea,nausea,0.1858
VOLTAREN.34,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
VOLTAREN.34,skin,367466007,Skin irritation,skin irritation,42,367466007,Skin irritation,skin irritation,0.593
VOLTAREN.34,irritation,367466007,Skin irritation,skin irritation,80,367466007,Skin irritation,skin irritation,0.8125
LIPITOR.511,side effects,25064002,Headache,terrible headaches,40,25064002,Headache,terrible headaches,0.3979
ZIPSOR.2,side effects,162397003,Pain in throat,sore throat,35,162397003,Pain in throat,hurts throat,0.3293
LIPITOR.188,balanced,3877011000036101,Lipitor,Lipitor,13,35489007,Depression,depression,0.3038
LIPITOR.518,black outs,418648005,Blackout,black outs,100,418648005,Blackout,black outs,1.0
LIPITOR.518,side effects,236620008,Infective cystitis,bladder infection,48,3877011000036101,Lipitor,Lipitor,0.2098
LIPITOR.518,side effects,236620008,Infective cystitis,bladder infection,48,3877011000036101,Lipitor,Lipitor,0.2098
ARTHROTEC.132,blood,405729008,Haematochezia,blood in my stools,43,405729008,Haematochezia,blood in my stools,0.5001
ARTHROTEC.132,stools,300306001,Stomach problem,stomach problems,55,405729008,Haematochezia,blood in my stools,0.6061
ARTHROTEC.132,cramps,55300003,Muscle cramp,major cramps,67,55300003,Muscle cramp,major cramps,0.8711
LIPITOR.715,side effects,161882006,Stiff neck,neck stiffness,46,25064002,Headache,headache,0.3502
LIPITOR.947,side effects,309539008,Numbness of toe,numbness in toes,36,278040002,Loss of hair,hair loss,0.3002
LIPITOR.947,poisonous,3877011000036101,Lipitor,Lipitor,38,309087008,Paraesthesia of foot,Toe tinglingling,0.2827
LIPITOR.947,muscle,129565002,Myopathy,irreversible muscle damage,38,129565002,Myopathy,irreversible muscle damage,0.5048
LIPITOR.947,damage,129565002,Myopathy,irreversible muscle damage,38,129565002,Myopathy,irreversible muscle damage,0.3771
LIPITOR.947,permanent side effects,309539008,Numbness of toe,numbness in toes,42,129565002,Myopathy,irreversible muscle damage,0.3607
LIPITOR.349,muscle damage,129565002,Myopathy,permanent muscle damage,72,129565002,Myopathy,permanent muscle damage,0.8844
LIPITOR.349,memory loss,48167000,Amnesia,memory loss,100,48167000,Amnesia,memory loss,1.0
LIPITOR.376,pain,68962001,Myalgia,muscle pain,53,68962001,Myalgia,muscle pain,0.6682
LIPITOR.978,musche aches,68962001,Myalgia,terrible musche aches,73,68962001,Myalgia,terrible musche aches,0.9069
LIPITOR.144,side effects,55300003,Muscle cramp,muscle spasms,32,3877011000036101,Lipitor,lipitol,0.2194
VOLTAREN.8,sweating,415690000,Sweating,sweating,100,415690000,Sweating,sweating,1.0
VOLTAREN.8,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
VOLTAREN.8,adverse reactions,248648003,Palpitations - rapid,heart racing,55,422587007,Nausea,nausea,0.4499
LIPITOR.746,cramping,203095000,Spasm of back muscles,severe cramping in my back,47,449917004,Cramp in lower limb,severe cramping in my legs,0.7262
LIPITOR.110,debilitating side effects,13791008,Asthenia,debilitating,65,13791008,Asthenia,debilitating,0.603
LIPITOR.110,side,248274002,Lack of energy,Decreased energy,30,22253000,Pain,pain,0.4005
LIPITOR.110,effects,47004009,Dysphonia,Difficulty speaking,38,13791008,Asthenia,debilitating,0.4118
LIPITOR.110,hate,22298006,Myocardial infarction,heart attack,38,22253000,Pain,pain,0.4777
LIPITOR.110,side,248274002,Lack of energy,Decreased energy,30,22253000,Pain,pain,0.4005
LIPITOR.110,effects,47004009,Dysphonia,Difficulty speaking,38,13791008,Asthenia,debilitating,0.4118
LIPITOR.580,Side effects,35489007,Depression,Depressions,35,35489007,Depression,Depressions,0.3011
LIPITOR.913,side effects,76948002,Severe pain,severe neck pain,36,68962001,Myalgia,Muscle pain,0.2765
LIPITOR.913,cumulative,68962001,Myalgia,Muscle pain,48,3877011000036101,Lipitor,Lipitor,0.1059
LIPITOR.913,effect,76948002,Severe pain,severe neck pain,27,3877011000036101,Lipitor,Lipitor,0.2882
LIPITOR.779,edema-swelling,65124004,Swelling,swelling,73,424372002,Oedema of extremity,"edema-swelling of the hands, feet, legs",0.8437
LIPITOR.779,side effects,68962001,Myalgia,muscle ache,35,68962001,Myalgia,muscle ache,0.2916
LIPITOR.94,tingling,62507009,Pins and needles,tingling,100,62507009,Pins and needles,tingling,1.0
LIPITOR.94,tingling,62507009,Pins and needles,tingling,100,62507009,Pins and needles,tingling,1.0
LIPITOR.117,agonizing pain,47933007,Foot pain,Foot/ankle pain,48,22253000,Pain,pain,0.6893
LIPITOR.914,side effects,271587009,Stiffness,Stiffness,57,22253000,Pain,pain,0.3189
LIPITOR.545,severe muscle back cramp,55300003,Muscle cramp,severe muscle back cramp,100,55300003,Muscle cramp,severe muscle back cramp,1.0
LIPITOR.545,severe muscle spasms,55300003,Muscle cramp,severe muscle spasms,100,55300003,Muscle cramp,severe muscle spasms,1.0
LIPITOR.545,back aches,161891005,Backache,back aches,100,161891005,Backache,back aches,1.0
LIPITOR.922,sever fatigue,84229001,Fatigue,sever fatigue,100,84229001,Fatigue,sever fatigue,1.0
LIPITOR.51,achy legs,10601006,Pain in lower limb,achy legs,100,10601006,Pain in lower limb,achy legs,1.0
LIPITOR.314,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
LIPITOR.314,sleepless nights,193462001,Insomnia,sleepless nights,100,193462001,Insomnia,sleepless nights,1.0
LIPITOR.314,constipation,14760008,Constipation,constipation,100,14760008,Constipation,constipation,1.0
LIPITOR.314,diarria,62315008,Diarrhoea,diarria,100,62315008,Diarrhoea,diarria,1.0
LIPITOR.314,muscle pain,288231001,Myalgia/myositis - lower leg,muscle pain calf area,69,288231001,Myalgia/myositis - lower leg,muscle pain in the leg,0.8554
LIPITOR.69,depressed,35489007,Depression,depressed,100,35489007,Depression,depressed,1.0
LIPITOR.925,easy bruising,424131007,Easy bruising,easy bruising,100,424131007,Easy bruising,easy bruising,1.0
LIPITOR.925,nosebleeds,12441001,Epistaxis,nosebleeds,100,12441001,Epistaxis,nosebleeds,1.0
LIPITOR.925,Bleeding,131148009,Bleeding,Bleeding problems,64,131148009,Bleeding,Bleeding problems,0.8005
LIPITOR.925,bruising,424131007,Easy bruising,easy bruising,76,424131007,Easy bruising,easy bruising,0.9267
LIPITOR.925,Doctor,26079004,Tremor,tremor,50,26079004,Tremor,tremor,0.328
LIPITOR.925,symtoms,193462001,Insomnia,insomnia,40,22298006,Myocardial infarction,heart attackes,0.3543
LIPITOR.925,heart attackes,22298006,Myocardial infarction,heart attackes,100,22298006,Myocardial infarction,heart attackes,1.0
LIPITOR.259,sore,22253000,Pain,sore,100,22253000,Pain,sore,1.0
LIPITOR.857,side effect,68962001,Myalgia,muscle pain,27,68962001,Myalgia,muscle pain,0.241
ARTHROTEC.52,worse,431416001,Menstrual cramp,period cramps,33,367391008,Malaise,feel sick,0.4437
ARTHROTEC.52,sick,367391008,Malaise,feel sick,62,367391008,Malaise,feel sick,0.7198
LIPITOR.292,numbness,298753001,Numbness of upper limb,numbness in my shoulder,52,298753001,Numbness of upper limb,numbness in my shoulder,0.7033
LIPITOR.292,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
LIPITOR.292,headaches,25064002,Headache,headaches,100,25064002,Headache,headaches,1.0
LIPITOR.292,diarhhea,62315008,Diarrhoea,diarhhea,100,62315008,Diarrhoea,diarhhea,1.0
LIPITOR.292,debilitating joint,39575007,Urine looks dark,dark urine,36,57676002,Arthralgia,joint pain,0.6519
LIPITOR.292,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
ARTHROTEC.99,queasiness,422587007,Nausea,queasiness,100,422587007,Nausea,queasiness,1.0
ARTHROTEC.99,diarrhoea,62315008,Diarrhoea,diarrhoea,100,62315008,Diarrhoea,diarrhoea,1.0
LIPITOR.868,side effects,25064002,Headache,Severe headache,37,18963009,Mood swings,mood swings,0.3667
LIPITOR.266,side effect,35489007,Depression,suicidal depression,40,84229001,Fatigue,fatigue,0.2773
ARTHROTEC.55,tied,33308003,Disorder of back,bad back,17,33308003,Disorder of back,bad back,0.2307
LIPITOR.850,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.850,stiffness,271587009,Stiffness,stiffness,100,271587009,Stiffness,stiffness,1.0
LIPITOR.850,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.850,fog,419723007,Mentally dull,in a fog,55,419723007,Mentally dull,in a fog,0.7696
LIPITOR.850,side effects,271587009,Stiffness,stiffness,57,22253000,Pain,pain,0.3189
LIPITOR.268,adverse effects,57676002,Arthralgia,sore joints,38,57676002,Arthralgia,sore joints,0.2518
LIPITOR.268,side-effects,193462001,Insomnia,sleeplessness,40,193462001,Insomnia,sleeplessness,0.2775
LIPITOR.268,sore,57676002,Arthralgia,sore joints,53,57676002,Arthralgia,sore joints,0.5803
LIPITOR.268,joints,57676002,Arthralgia,sore joints,71,57676002,Arthralgia,sore joints,0.6934
LIPITOR.268,sleeplessness,193462001,Insomnia,sleeplessness,100,193462001,Insomnia,sleeplessness,1.0
LIPITOR.268,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
ARTHROTEC.63,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
ARTHROTEC.63,side effects,16386004,Dry skin,skin is so dry,31,62315008,Diarrhoea,diarrhea,0.372
ARTHROTEC.97,side effects,43498006,Body fluid retention,fluid retention,44,55300003,Muscle cramp,cramps,0.3008
ARTHROTEC.97,reaction,43498006,Body fluid retention,fluid retention,52,55300003,Muscle cramp,cramps,0.2357
LIPITOR.257,side effects,56731001,Hypertonia,Muscle tightness,36,55929007,Feeling irritable,Irritable,0.3188
ARTHROTEC.90,stomach,49218002,Hip pain,pain in my hip,19,49218002,Hip pain,pain in my hip,0.188
ARTHROTEC.90,adverse,289530006,Vaginal bleeding,vaginal bleeding,26,49218002,Hip pain,pain in my hip,0.192
ARTHROTEC.90,side,289530006,Vaginal bleeding,vaginal bleeding,20,49218002,Hip pain,pain in my hip,0.1184
ARTHROTEC.90,effects,289530006,Vaginal bleeding,vaginal bleeding,17,289530006,Vaginal bleeding,vaginal bleeding,0.0693
ARTHROTEC.64,drowsiness,271782001,Drowsy,drowsiness,100,271782001,Drowsy,drowsiness,1.0
LIPITOR.204,side effects,47933007,Foot pain,sore and stiff feet,45,49218002,Hip pain,sore and stiff hips,0.2209
LIPITOR.204,side effects,47933007,Foot pain,sore and stiff feet,45,49218002,Hip pain,sore and stiff hips,0.2209
LIPITOR.499,side effects,60238002,Muscle twitch,muscle twitching,29,68962001,Myalgia,Muscle pain,0.2765
ARTHROTEC.30,clotting,131148009,Bleeding,bleeding,50,386692008,Menorrhagia,"clotting, and horrible periods",0.7088
ARTHROTEC.30,horrible periods,386692008,Menorrhagia,"clotting, and horrible periods",70,386692008,Menorrhagia,"clotting, and horrible periods",0.6376
ARTHROTEC.30,heavy/extra vaginal bleeding,315224006,Heavy episode of vaginal bleeding,heavy/extra vaginal bleeding,100,315224006,Heavy episode of vaginal bleeding,heavy/extra vaginal bleeding,1.0
ARTHROTEC.30,bleeding,131148009,Bleeding,bleeding,100,131148009,Bleeding,bleeding,1.0
LIPITOR.203,interaction,35489007,Depression,depressed,20,35489007,Depression,depressed,0.1798
ARTHROTEC.37,massive diarrhea,62315008,Diarrhoea,massive diarrhea,100,62315008,Diarrhoea,massive diarrhea,1.0
ARTHROTEC.37,severe cramping,55300003,Muscle cramp,severe cramping,100,55300003,Muscle cramp,severe cramping,1.0
LIPITOR.658,light headedness,386705008,Lightheadedness,light headedness(problem keeping balance),56,386705008,Lightheadedness,light headedness(problem keeping balance),0.8175
LIPITOR.658,side effects,102938007,Difficulty writing,hand writting had deteriorated,29,32798002,Parkinsonism,Parkinson's symptoms,0.278
LIPITOR.651,related,300954003,Pain in calf,lower leg pain,29,90673000,Burning sensation,"throbbing,burning sensation",0.1582
LIPITOR.490,side effects,26544005,Muscle weakness,muscle weakness,44,248277009,Lack of stamina,loss of stamina,0.2894
LIPITOR.464,weakness,13791008,Asthenia,weakness,100,13791008,Asthenia,weakness,1.0
LIPITOR.464,side effects,76948002,Severe pain,severe muscle pain,33,76948002,Severe pain,severe muscle pain,0.2752
LIPITOR.232,smelly,22253000,Pain,painfull,29,64531003,Nasal discharge,runny nose,0.5239
LIPITOR.232,Diarhea,62315008,Diarrhoea,Diarhea,100,62315008,Diarrhoea,Diarhea,1.0
LIPITOR.232,side effects,62315008,Diarrhoea,Diarhea,21,25064002,Headache,headache,0.3502
LIPITOR.669,rashes,271807003,Rash,rashes,100,271807003,Rash,rashes,1.0
LIPITOR.669,itches,418290006,Itching,itches,100,418290006,Itching,itches,1.0
ARTHROTEC.65,jaundins,18165001,Jaundice,jaundins,100,18165001,Jaundice,jaundins,1.0
ARTHROTEC.65,diahrea,62315008,Diarrhoea,diahrea,100,62315008,Diarrhoea,diahrea,1.0
ARTHROTEC.65,sweats,224962007,Hot sweats,sweats,100,224962007,Hot sweats,sweats,1.0
ARTHROTEC.65,hot flashes,238810007,Flushing,hot flashes,100,238810007,Flushing,hot flashes,1.0
ARTHROTEC.65,side effects,224962007,Hot sweats,sweats,44,238810007,Flushing,hot flashes,0.3238
LIPITOR.860,cramps,45352006,Spasm,bad cramps,75,45352006,Spasm,bad cramps,0.9157
LIPITOR.860,chest pains,29857009,Chest pain,chest pains,100,29857009,Chest pain,chest pains,1.0
ARTHROTEC.91,side effects,82991003,Generalised aches and pains,aches and pains,30,82991003,Generalised aches and pains,aches and pains,0.3023
CATAFLAM.3,dry mouth,87715008,Aptyalism,dry mouth,100,87715008,Aptyalism,dry mouth,1.0
CATAFLAM.3,drowsiness,271782001,Drowsy,drowsiness,100,271782001,Drowsy,drowsiness,1.0
LIPITOR.269,poisoned,95570007,Renal calculus,kidney stone,50,271737000,Anaemia,anemia,0.4052
LIPITOR.269,poisoned,95570007,Renal calculus,kidney stone,50,271737000,Anaemia,anemia,0.4052
LIPITOR.269,residual side effects,36955009,Loss of taste,decreased sense of taste,49,35489007,Depression,deppression,0.3567
LIPITOR.269,constant vibrating,29857009,Chest pain,chest pain,50,271587009,Stiffness,stiffness,0.4144
LIPITOR.269,devistation,162031009,Indigestion,indegestion,64,162031009,Indigestion,indegestion,0.2571
LIPITOR.269,dangerous over perscribed drugs,131053002,Decreased progesterone level,decreased progesterone production,44,48694002,Anxiety,anxiety,0.2706
CATAFLAM.4,Side effects,271782001,Drowsy,drowsiness,36,271782001,Drowsy,drowsiness,0.3343
CATAFLAM.4,drowsiness,271782001,Drowsy,drowsiness,100,271782001,Drowsy,drowsiness,1.0
CATAFLAM.4,dry mouth,87715008,Aptyalism,dry mouth,100,87715008,Aptyalism,dry mouth,1.0
CATAFLAM.4,drowsiness,271782001,Drowsy,drowsiness,100,271782001,Drowsy,drowsiness,1.0
LIPITOR.400,side effects,271587009,Stiffness,stiffness,57,55300003,Muscle cramp,Severe muscle cramps,0.2516
LIPITOR.858,side effects,271587009,Stiffness,Stiffness,57,18876004,Pain in finger,sore fingers,0.2475
LIPITOR.409,side effects,166830008,Serum cholesterol raised,Cholesterol went up,32,13644009,Hypercholesterolaemia,Hypercholesterolemia,0.1918
ARTHROTEC.54,side effects,3384011000036100,Arthrotec,Arthrotec,19,3384011000036100,Arthrotec,Arthrotec,0.1934
LIPITOR.294,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.294,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
LIPITOR.258,ringing,162352007,Ringing in ear,ringing in my ears,56,162352007,Ringing in ear,ringing in my ears,0.7051
LIPITOR.258,side effects,26544005,Muscle weakness,muscle weakness,44,57182000,Nerve injury,nerve damage,0.39
ARTHROTEC.53,heavy bleeding,131148009,Bleeding,heavy bleeding,100,131148009,Bleeding,heavy bleeding,1.0
LIPITOR.465,cramps,55300003,Muscle cramp,cramps,100,55300003,Muscle cramp,cramps,1.0
LIPITOR.465,swollen,297142003,Foot swelling,swollen foot,74,297142003,Foot swelling,swollen foot,0.7671
LIPITOR.465,painful,22253000,Pain,pain,73,22253000,Pain,pain,0.8684
LIPITOR.491,side effects,309256001,Cold foot,sensation of cold toes,41,449917004,Cramp in lower limb,leg cramps,0.2363
